Production detached bot; nine distinct60kg loose-rock bodies under14m/s2 gravity; no injected damage.
frame=0, load=0.0, qualified=False, pin=0.00, physical=True, blocked=True, health=93.274, impacts=1
frame=294, load=593.8, qualified=False, pin=1.25, physical=True, blocked=True, health=40.815, impacts=3
frame=295, load=587.1, qualified=False, pin=1.25, physical=True, blocked=True, health=40.576, impacts=3
frame=296, load=596.7, qualified=False, pin=1.25, physical=True, blocked=True, health=40.332, impacts=3
frame=297, load=584.2, qualified=False, pin=1.25, physical=True, blocked=True, health=40.094, impacts=3
frame=298, load=589.9, qualified=False, pin=1.25, physical=True, blocked=True, health=39.853, impacts=3
frame=299, load=581.6, qualified=False, pin=1.25, physical=True, blocked=True, health=39.615, impacts=3
frame=300, load=590.2, qualified=False, pin=1.25, physical=True, blocked=True, health=39.375, impacts=3
frame=301, load=583.0, qualified=False, pin=1.25, physical=True, blocked=True, health=39.137, impacts=3
frame=302, load=593.4, qualified=False, pin=1.25, physical=True, blocked=True, health=38.894, impacts=3
frame=303, load=588.2, qualified=False, pin=1.25, physical=True, blocked=True, health=38.654, impacts=3
frame=304, load=595.1, qualified=False, pin=1.25, physical=True, blocked=True, health=38.411, impacts=3
frame=305, load=586.1, qualified=False, pin=1.25, physical=True, blocked=True, health=38.172, impacts=3
frame=306, load=593.2, qualified=False, pin=1.25, physical=True, blocked=True, health=37.930, impacts=3
frame=307, load=581.9, qualified=False, pin=1.25, physical=True, blocked=True, health=37.693, impacts=3
frame=308, load=587.4, qualified=False, pin=1.25, physical=True, blocked=True, health=37.453, impacts=3
frame=309, load=582.9, qualified=False, pin=1.25, physical=True, blocked=True, health=37.215, impacts=3
frame=310, load=596.3, qualified=False, pin=1.25, physical=True, blocked=True, health=36.971, impacts=3
frame=311, load=587.9, qualified=False, pin=1.25, physical=True, blocked=True, health=36.732, impacts=3
frame=312, load=595.3, qualified=False, pin=1.25, physical=True, blocked=True, health=36.489, impacts=3
frame=313, load=582.5, qualified=False, pin=1.25, physical=True, blocked=True, health=36.251, impacts=3
frame=314, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=36.008, impacts=3
frame=315, load=581.1, qualified=False, pin=1.25, physical=True, blocked=True, health=35.770, impacts=3
frame=316, load=592.7, qualified=False, pin=1.25, physical=True, blocked=True, health=35.528, impacts=3
frame=317, load=594.1, qualified=False, pin=1.25, physical=True, blocked=True, health=35.286, impacts=3
frame=318, load=577.8, qualified=False, pin=1.25, physical=True, blocked=True, health=35.050, impacts=3
frame=319, load=589.0, qualified=False, pin=1.25, physical=True, blocked=True, health=34.810, impacts=3
frame=320, load=580.6, qualified=False, pin=1.25, physical=True, blocked=True, health=34.573, impacts=3
frame=321, load=590.4, qualified=False, pin=1.25, physical=True, blocked=True, health=34.332, impacts=3
frame=322, load=583.2, qualified=False, pin=1.25, physical=True, blocked=True, health=34.094, impacts=3
frame=323, load=593.0, qualified=False, pin=1.25, physical=True, blocked=True, health=33.852, impacts=3
frame=324, load=581.6, qualified=False, pin=1.25, physical=True, blocked=True, health=33.614, impacts=3
frame=325, load=590.1, qualified=False, pin=1.25, physical=True, blocked=True, health=33.373, impacts=3
frame=326, load=580.3, qualified=False, pin=1.25, physical=True, blocked=True, health=33.137, impacts=3
frame=327, load=588.8, qualified=False, pin=1.25, physical=True, blocked=True, health=32.896, impacts=3
frame=328, load=582.2, qualified=False, pin=1.25, physical=True, blocked=True, health=32.659, impacts=3
frame=329, load=584.3, qualified=False, pin=1.25, physical=True, blocked=True, health=32.420, impacts=3
frame=330, load=583.9, qualified=False, pin=1.25, physical=True, blocked=True, health=32.182, impacts=3
frame=331, load=579.3, qualified=False, pin=1.25, physical=True, blocked=True, health=31.945, impacts=3
frame=332, load=586.0, qualified=False, pin=1.25, physical=True, blocked=True, health=31.706, impacts=3
frame=333, load=579.2, qualified=False, pin=1.25, physical=True, blocked=True, health=31.470, impacts=3
frame=334, load=588.0, qualified=False, pin=1.25, physical=True, blocked=True, health=31.230, impacts=3
frame=335, load=579.6, qualified=False, pin=1.25, physical=True, blocked=True, health=30.993, impacts=3
frame=336, load=588.4, qualified=False, pin=1.25, physical=True, blocked=True, health=30.753, impacts=3
frame=337, load=579.4, qualified=False, pin=1.25, physical=True, blocked=True, health=30.517, impacts=3
frame=338, load=588.6, qualified=False, pin=1.25, physical=True, blocked=True, health=30.276, impacts=3
frame=339, load=579.3, qualified=False, pin=1.25, physical=True, blocked=True, health=30.040, impacts=3
frame=340, load=590.1, qualified=False, pin=1.25, physical=True, blocked=True, health=29.799, impacts=3
frame=341, load=583.9, qualified=False, pin=1.25, physical=True, blocked=True, health=29.561, impacts=3
frame=342, load=592.4, qualified=False, pin=1.25, physical=True, blocked=True, health=29.319, impacts=3
frame=343, load=583.1, qualified=False, pin=1.25, physical=True, blocked=True, health=29.081, impacts=3
frame=344, load=591.1, qualified=False, pin=1.25, physical=True, blocked=True, health=28.840, impacts=3
frame=345, load=582.4, qualified=False, pin=1.25, physical=True, blocked=True, health=28.602, impacts=3
frame=346, load=592.0, qualified=False, pin=1.25, physical=True, blocked=True, health=28.360, impacts=3
frame=347, load=583.7, qualified=False, pin=1.25, physical=True, blocked=True, health=28.122, impacts=3
frame=348, load=593.8, qualified=False, pin=1.25, physical=True, blocked=True, health=27.880, impacts=3
frame=349, load=584.1, qualified=False, pin=1.25, physical=True, blocked=True, health=27.641, impacts=3
frame=350, load=592.3, qualified=False, pin=1.25, physical=True, blocked=True, health=27.400, impacts=3
frame=351, load=586.2, qualified=False, pin=1.25, physical=True, blocked=True, health=27.160, impacts=3
frame=352, load=593.6, qualified=False, pin=1.25, physical=True, blocked=True, health=26.918, impacts=3
frame=353, load=589.5, qualified=False, pin=1.25, physical=True, blocked=True, health=26.677, impacts=3
frame=354, load=597.4, qualified=False, pin=1.25, physical=True, blocked=True, health=26.433, impacts=3
frame=355, load=590.0, qualified=False, pin=1.25, physical=True, blocked=True, health=26.193, impacts=3
frame=356, load=595.5, qualified=False, pin=1.25, physical=True, blocked=True, health=25.950, impacts=3
frame=357, load=584.9, qualified=False, pin=1.25, physical=True, blocked=True, health=25.711, impacts=3
frame=358, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=25.468, impacts=3
frame=359, load=588.0, qualified=False, pin=1.25, physical=True, blocked=True, health=25.228, impacts=3
frame=360, load=597.5, qualified=False, pin=1.25, physical=True, blocked=True, health=24.984, impacts=3
frame=361, load=587.3, qualified=False, pin=1.25, physical=True, blocked=True, health=24.744, impacts=3
frame=362, load=596.6, qualified=False, pin=1.25, physical=True, blocked=True, health=24.501, impacts=3
frame=363, load=586.0, qualified=False, pin=1.25, physical=True, blocked=True, health=24.261, impacts=3
frame=364, load=593.9, qualified=False, pin=1.25, physical=True, blocked=True, health=24.019, impacts=3
frame=365, load=582.3, qualified=False, pin=1.25, physical=True, blocked=True, health=23.781, impacts=3
frame=366, load=590.2, qualified=False, pin=1.25, physical=True, blocked=True, health=23.540, impacts=3
frame=367, load=586.9, qualified=False, pin=1.25, physical=True, blocked=True, health=23.301, impacts=3
frame=368, load=599.6, qualified=False, pin=1.25, physical=True, blocked=True, health=23.056, impacts=3
frame=369, load=589.8, qualified=False, pin=1.25, physical=True, blocked=True, health=22.815, impacts=3
frame=370, load=597.4, qualified=False, pin=1.25, physical=True, blocked=True, health=22.572, impacts=3
frame=371, load=585.7, qualified=False, pin=1.25, physical=True, blocked=True, health=22.332, impacts=3
frame=372, load=597.4, qualified=False, pin=1.25, physical=True, blocked=True, health=22.089, impacts=3
frame=373, load=581.8, qualified=False, pin=1.25, physical=True, blocked=True, health=21.851, impacts=3
frame=374, load=594.0, qualified=False, pin=1.25, physical=True, blocked=True, health=21.609, impacts=3
frame=375, load=584.9, qualified=False, pin=1.25, physical=True, blocked=True, health=21.370, impacts=3
frame=376, load=597.8, qualified=False, pin=1.25, physical=True, blocked=True, health=21.126, impacts=3
frame=377, load=584.7, qualified=False, pin=1.25, physical=True, blocked=True, health=20.887, impacts=3
frame=378, load=599.8, qualified=False, pin=1.25, physical=True, blocked=True, health=20.642, impacts=3
frame=379, load=585.8, qualified=False, pin=1.25, physical=True, blocked=True, health=20.403, impacts=3
frame=380, load=599.4, qualified=False, pin=1.25, physical=True, blocked=True, health=20.159, impacts=3
frame=381, load=586.2, qualified=False, pin=1.25, physical=True, blocked=True, health=19.919, impacts=3
frame=382, load=598.9, qualified=False, pin=1.25, physical=True, blocked=True, health=19.675, impacts=3
frame=383, load=587.5, qualified=False, pin=1.25, physical=True, blocked=True, health=19.435, impacts=3
frame=384, load=598.3, qualified=False, pin=1.25, physical=True, blocked=True, health=19.191, impacts=3
frame=385, load=590.5, qualified=False, pin=1.25, physical=True, blocked=True, health=18.950, impacts=3
frame=386, load=597.4, qualified=False, pin=1.25, physical=True, blocked=True, health=18.706, impacts=3
frame=387, load=595.5, qualified=False, pin=1.25, physical=True, blocked=True, health=18.463, impacts=3
frame=388, load=584.4, qualified=False, pin=1.25, physical=True, blocked=True, health=18.224, impacts=3
frame=389, load=596.8, qualified=False, pin=1.25, physical=True, blocked=True, health=17.981, impacts=3
frame=390, load=598.9, qualified=False, pin=1.25, physical=True, blocked=True, health=17.736, impacts=3
frame=391, load=583.8, qualified=False, pin=1.25, physical=True, blocked=True, health=17.498, impacts=3
frame=392, load=597.7, qualified=False, pin=1.25, physical=True, blocked=True, health=17.254, impacts=3
frame=393, load=589.4, qualified=False, pin=1.25, physical=True, blocked=True, health=17.014, impacts=3
frame=394, load=586.3, qualified=False, pin=1.25, physical=True, blocked=True, health=16.774, impacts=3
frame=395, load=597.2, qualified=False, pin=1.25, physical=True, blocked=True, health=16.531, impacts=3
frame=396, load=587.8, qualified=False, pin=1.25, physical=True, blocked=True, health=16.291, impacts=3
frame=397, load=597.3, qualified=False, pin=1.25, physical=True, blocked=True, health=16.047, impacts=3
frame=398, load=587.2, qualified=False, pin=1.25, physical=True, blocked=True, health=15.807, impacts=3
frame=399, load=596.1, qualified=False, pin=1.25, physical=True, blocked=True, health=15.564, impacts=3
frame=400, load=586.8, qualified=False, pin=1.25, physical=True, blocked=True, health=15.324, impacts=3
frame=401, load=595.5, qualified=False, pin=1.25, physical=True, blocked=True, health=15.081, impacts=3
frame=402, load=586.5, qualified=False, pin=1.25, physical=True, blocked=True, health=14.842, impacts=3
frame=403, load=595.5, qualified=False, pin=1.25, physical=True, blocked=True, health=14.599, impacts=3
frame=404, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=14.360, impacts=3
frame=405, load=595.7, qualified=False, pin=1.25, physical=True, blocked=True, health=14.116, impacts=3
frame=406, load=586.7, qualified=False, pin=1.25, physical=True, blocked=True, health=13.877, impacts=3
frame=407, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=13.634, impacts=3
frame=408, load=586.6, qualified=False, pin=1.25, physical=True, blocked=True, health=13.394, impacts=3
frame=409, load=595.7, qualified=False, pin=1.25, physical=True, blocked=True, health=13.151, impacts=3
frame=410, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=12.912, impacts=3
frame=411, load=595.6, qualified=False, pin=1.25, physical=True, blocked=True, health=12.669, impacts=3
frame=412, load=586.1, qualified=False, pin=1.25, physical=True, blocked=True, health=12.429, impacts=3
frame=413, load=595.6, qualified=False, pin=1.25, physical=True, blocked=True, health=12.186, impacts=3
frame=414, load=586.1, qualified=False, pin=1.25, physical=True, blocked=True, health=11.947, impacts=3
frame=415, load=595.5, qualified=False, pin=1.25, physical=True, blocked=True, health=11.704, impacts=3
frame=416, load=586.1, qualified=False, pin=1.25, physical=True, blocked=True, health=11.465, impacts=3
frame=417, load=595.5, qualified=False, pin=1.25, physical=True, blocked=True, health=11.222, impacts=3
frame=418, load=586.2, qualified=False, pin=1.25, physical=True, blocked=True, health=10.983, impacts=3
frame=419, load=595.6, qualified=False, pin=1.25, physical=True, blocked=True, health=10.739, impacts=3
frame=420, load=586.3, qualified=False, pin=1.25, physical=True, blocked=True, health=10.500, impacts=3
frame=421, load=595.7, qualified=False, pin=1.25, physical=True, blocked=True, health=10.257, impacts=3
frame=422, load=586.3, qualified=False, pin=1.25, physical=True, blocked=True, health=10.018, impacts=3
frame=423, load=595.8, qualified=False, pin=1.25, physical=True, blocked=True, health=9.774, impacts=3
frame=424, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=9.535, impacts=3
frame=425, load=595.8, qualified=False, pin=1.25, physical=True, blocked=True, health=9.292, impacts=3
frame=426, load=586.7, qualified=False, pin=1.25, physical=True, blocked=True, health=9.052, impacts=3
frame=427, load=595.7, qualified=False, pin=1.25, physical=True, blocked=True, health=8.809, impacts=3
frame=428, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=8.570, impacts=3
frame=429, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=8.327, impacts=3
frame=430, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=8.087, impacts=3
frame=431, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=7.844, impacts=3
frame=432, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=7.605, impacts=3
frame=433, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=7.362, impacts=3
frame=434, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=7.122, impacts=3
frame=435, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=6.879, impacts=3
frame=436, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=6.640, impacts=3
frame=437, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=6.396, impacts=3
frame=438, load=586.4, qualified=False, pin=1.25, physical=True, blocked=True, health=6.157, impacts=3
frame=439, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=5.914, impacts=3
frame=440, load=586.3, qualified=False, pin=1.25, physical=True, blocked=True, health=5.675, impacts=3
frame=441, load=595.9, qualified=False, pin=1.25, physical=True, blocked=True, health=5.431, impacts=3
frame=442, load=586.3, qualified=False, pin=1.25, physical=True, blocked=True, health=5.192, impacts=3
frame=443, load=595.8, qualified=False, pin=1.25, physical=True, blocked=True, health=4.949, impacts=3
frame=444, load=586.3, qualified=False, pin=1.25, physical=True, blocked=True, health=4.710, impacts=3
frame=445, load=595.8, qualified=False, pin=1.25, physical=True, blocked=True, health=4.466, impacts=3
frame=446, load=586.2, qualified=False, pin=1.25, physical=True, blocked=True, health=4.227, impacts=3
frame=447, load=595.8, qualified=False, pin=1.25, physical=True, blocked=True, health=3.984, impacts=3
frame=448, load=586.3, qualified=False, pin=1.25, physical=True, blocked=True, health=3.745, impacts=3
frame=449, load=595.7, qualified=False, pin=1.25, physical=True, blocked=True, health=3.501, impacts=3
frame=450, load=586.2, qualified=False, pin=1.25, physical=True, blocked=True, health=3.262, impacts=3
frame=451, load=595.8, qualified=False, pin=1.25, physical=True, blocked=True, health=3.019, impacts=3
frame=452, load=586.2, qualified=False, pin=1.25, physical=True, blocked=True, health=2.780, impacts=3
frame=453, load=594.4, qualified=False, pin=1.25, physical=True, blocked=True, health=2.537, impacts=3
frame=454, load=582.6, qualified=False, pin=1.25, physical=True, blocked=True, health=2.299, impacts=3
frame=455, load=590.9, qualified=False, pin=1.25, physical=True, blocked=True, health=2.058, impacts=3
frame=456, load=585.5, qualified=False, pin=1.25, physical=True, blocked=True, health=1.819, impacts=3
frame=457, load=595.5, qualified=False, pin=1.25, physical=True, blocked=True, health=1.576, impacts=3
frame=458, load=586.7, qualified=False, pin=1.25, physical=True, blocked=True, health=1.337, impacts=3
frame=459, load=595.6, qualified=False, pin=1.25, physical=True, blocked=True, health=1.093, impacts=3
frame=460, load=585.4, qualified=False, pin=1.25, physical=True, blocked=True, health=0.855, impacts=3
frame=461, load=593.7, qualified=False, pin=1.25, physical=True, blocked=True, health=0.612, impacts=3
frame=462, load=585.2, qualified=False, pin=1.25, physical=True, blocked=True, health=0.373, impacts=3
frame=463, load=595.4, qualified=False, pin=1.25, physical=True, blocked=True, health=0.130, impacts=3
frame=464, load=586.6, qualified=False, pin=1.25, physical=True, blocked=True, health=0.000, impacts=3
nonImpactDamage=91.554, samples=463, meanMs=0.028059, peakMs=0.229300
